id,post_url,content,posted_on
pfbid029t4q3MzZLkMaJnninQsW7GtjG8h6pdcGbND9L54JEgiovFxcy7MGssTfjupDQ5eEl,https://www.facebook.com/techbasevietnam/posts/pfbid029t4q3MzZLkMaJnninQsW7GtjG8h6pdcGbND9L54JEgiovFxcy7MGssTfjupDQ5eEl," NÓNG HƠN BAO GIỜ HẾT - CTU JOBFAIR 2024 x TECHBASE VIETNAM Cái nóng của mùa hè không thể ngăn cản được sức nóng của CTU JobFair 2024  Lại thêm một dịp để Techbase Vietnam trở về ""quê hương thứ hai"", gặp gỡ các bạn sinh viên nồng ấm và thăm hỏi nhau dưới cái nắng hè oi bức Trải qua nhiều năm nhưng sự chào đón nồng nhiệt từ Quý Thầy Cô cùng BTC Job Fair vẫn chưa bao giờ thay đổi khi tụi mình đặt chân đến mảnh đất Cần Thơ này  Đây không chỉ là khoảng thời gian trao đổi về chương trình thực tập, mà còn để chia sẻ về hướng đi cho tương lai... Hơn hết chính là tham gia vào những trò chơi sôi động tại gian hàng của Techbase Vietnam Bên cạnh những chú gấu TBV và những phần quà giá trị, mỗi CTUers đến với gian hàng Techbase Vietnam đều mang về những trải nghiệm thú vị, bổ ích và những tiếng cười rạng rỡ. Hy vọng vào ngày hôm ấy, tụi mình đã để lại những kỉ niệm thật đẹp cho các bạn nơi giảng đường.Chúng mình sẽ gặp lại nhau sớm thôi - CTUers nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-04-12T00:00:00
pfbid02tKt4DuECehvydjjLt8g2zb5e9c2pGRqfKumzzh73W7DLCkoyYsoAwzUangkid74kl,https://www.facebook.com/techbasevietnam/posts/pfbid02tKt4DuECehvydjjLt8g2zb5e9c2pGRqfKumzzh73W7DLCkoyYsoAwzUangkid74kl," HÒA MÌNH TRONG SỰ ĐA DẠNG CỦA SAKURA Khi nhắc về Nhật Bản  không thể không nhắc đến Sakura - một loại hoa không thể thiếu trong mỗi mùa xuân Sakura không chỉ là một loài hoa đơn giản như mọi người thường nghĩ? Mỗi loại Sakura đều mang trong mình những nét đặc trưng riêng, với tên gọi và vẻ đẹp độc đáo. Hãy cùng Techbase Vietnam khám phá sự đa dạng, phong phú của một số loại Sakura của đất nước mặt trời mọc nhé  Chi tiết bài viết: https://www.techbasevn.com/blog-others/variety-of-sakura.htmlP/s: Nếu bạn đang sở hữu bức hình Sakura đẹp, hãy chia sẻ ngay đây cho tụi mình cùng ""ngắm"" từ xa nha ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-04-10T00:00:00
pfbid02CDADa4bmjjDxzn974rbURUVrrw4oW6j2rvCR3ZR4Kk2iHt8wzcuPtrcZcJWmGhoNl,https://www.facebook.com/techbasevietnam/posts/pfbid02CDADa4bmjjDxzn974rbURUVrrw4oW6j2rvCR3ZR4Kk2iHt8wzcuPtrcZcJWmGhoNl,Tụi mình đang đợi các bạn ngay tại gian hàng của Techbase Vietnam cùng thật nhiêu trò chơi và phần quà hấp dẫn. Nhanh chân nha!!!,2024-04-06T00:00:00
pfbid025WhYNQeXNDQLtTYsa3R2BW4aChFpY46avXdL7b8BEY7kqRPrt4muLWMCjiYuWhgrl,https://www.facebook.com/techbasevietnam/posts/pfbid025WhYNQeXNDQLtTYsa3R2BW4aChFpY46avXdL7b8BEY7kqRPrt4muLWMCjiYuWhgrl,ĐỪNG QUÊN CÁI HẸN VÀO SÁNG NGÀY MAI NHÉ CTU-ers ơi https://www.facebook.com/techbasevietnam/posts/pfbid0naSMtGYPPooJvrCZFaCz1c9UQShvK3HSN3EqQz5MJdcA9ypRh8yKNuq8FUdA2MCal,2024-04-05T00:00:00
pfbid0231fia2iiemdbKiXyNTVmhoMiXW3QSBSJDmUz2QmPgoj1huxm9aM4gE9PMM8XnpiLl,https://www.facebook.com/techbasevietnam/posts/pfbid0231fia2iiemdbKiXyNTVmhoMiXW3QSBSJDmUz2QmPgoj1huxm9aM4gE9PMM8XnpiLl,"Cùng TBV xem lại những gì đã học - bạn đã sẵn sàng chưa? ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-04-03T00:00:00
pfbid02uG3p6RaR81VQwkKAXnKpvnL1Zgtwnk8mp6EGGkaXuzkRj7Ww85hwUBYEX6CQFgqvl,https://www.facebook.com/techbasevietnam/posts/pfbid02uG3p6RaR81VQwkKAXnKpvnL1Zgtwnk8mp6EGGkaXuzkRj7Ww85hwUBYEX6CQFgqvl,Cũng chill phết #techbasevietnam #developers #summervibes,2024-04-01T00:00:00
pfbid0nQXTbAt38QjJ4Jj59PbzFf8Keze459RThvM5eHPTMNYJWahLXsWkm2Yp5cWuqcYxl,https://www.facebook.com/techbasevietnam/posts/pfbid0nQXTbAt38QjJ4Jj59PbzFf8Keze459RThvM5eHPTMNYJWahLXsWkm2Yp5cWuqcYxl,"ĐẠI HỌC CẦN THƠ ƠI - ARE YOU READYTechbase Vietnam đã chuẩn bị đầy đủ hành trang và đang háo hức đếm ngược đến ngày hẹn của tụi mình đây. Các bạn CTU đã sẵn sàng để hết mình cùng nhau ""quẩy"" chưa nào Mong muốn mang đến thật nhiều niềm vui, tiếng cười và kinh nghiệm đặc biệt đang chờ các bạn trong chuỗi sự kiện ""ONE HOME"" của tụi mình. Nơi đây, tụi mình sẽ cùng nhau giao lưu, tạo nên những khoảnh khắc vui vẻ, chia sẻ tri thức và dành tặng cho nhau những món quà đặc biệt Đừng quên chúng ta có hẹn với nhau vào cuối tuần sau nhé CTU-ers ơiiiiiiiiii  Thời gian: 8h00 - 12h30, ngày 06/04/2024 (Thứ bảy) Địa điểm: Khuôn viên và toà nhà CNTT&TT Đại học Cần Thơ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-29T00:00:00
pfbid0tsmhUJWZAaGr7ewqMEfMRmts2Tn3YWWM1wqA6qFYYbt8THVxGP8QArc7YHgebKbrl,https://www.facebook.com/techbasevietnam/posts/pfbid0tsmhUJWZAaGr7ewqMEfMRmts2Tn3YWWM1wqA6qFYYbt8THVxGP8QArc7YHgebKbrl," SYSTEM MORNITORING CÙNG PROMETHEUS Prometheus là một dịch vụ theo dõi và cảnh báo về hệ thống. Đây là một dịch vụ mã nguồn mở hoàn toàn miễn phí.Bài viết này dành cho các bạn đang tìm hiểu về Prometheus, với mục đích giúp các bạn nhanh chóng hiểu về cách mà Prometheus hoạt động và cấu hình chúng trước khi biến các số liệu (metrics) thành những thứ ảo diệu hơn. Bây giờ hãy cùng mình tìm hiểu nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-27T00:00:00
pfbid02Vbc7pjTn9111xQudLsWLsvw8oEjq6YAov6sJwfC7gGkexfGfYRmUPakm8PMoUgcXl,https://www.facebook.com/techbasevietnam/posts/pfbid02Vbc7pjTn9111xQudLsWLsvw8oEjq6YAov6sJwfC7gGkexfGfYRmUPakm8PMoUgcXl,"GIỜ TRÁI ĐẤT 2024: HÃY DÀNH CHO TRÁI ĐẤT MỘT GIỜ ""NGHỈ NGƠI""",2024-03-23T00:00:00
pfbid033PQAH91hxnZfs7teXPwRHBmwcVCefj5qxR6LCoAC1nkznatMvV34YsRzNfZeDEw4l,https://www.facebook.com/techbasevietnam/posts/pfbid033PQAH91hxnZfs7teXPwRHBmwcVCefj5qxR6LCoAC1nkznatMvV34YsRzNfZeDEw4l," HƯỞNG ỨNG GIỜ TRÁI ĐẤT 2024: GIẢM DẤU CHÂN CARBON - HƯỚNG TỚI NET ZERO Bạn có biết, tất cả chúng ta đều đang để lại những dấu chân carbon trên Trái đất? Dấu chân carbon là chỉ số đo lường lượng khí thải carbon dioxide mà con người và các hoạt động của họ tạo ra, đóng góp vào hiện tượng biến đổi khí hậu. Giảm dấu chân carbon đồng nghĩa với việc giảm lượng khí thải này, góp phần làm giảm sự ấm lên toàn cầu và bảo vệ môi trường  Hưởng ứng Giờ Trái đất 2024, hãy cùng Techbase Vietnam “Tắt đèn! Dành trọn vẹn một giờ cho Trái đất”   từ 20:30 ~ 21:30 tối hôm nay 23.03.2024 - lan tỏa những hành động tích cực, biến những dấu chân carbon trên Trái Đất thành những dấu chân xanh.///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-23T00:00:00
pfbid0NL4Dff5t4iBqnUu1wyTT9Xt3AwrDvPAbA2ypNeN8LTJiYmWAFN3NpZBX5QkJTR5Pl,https://www.facebook.com/techbasevietnam/posts/pfbid0NL4Dff5t4iBqnUu1wyTT9Xt3AwrDvPAbA2ypNeN8LTJiYmWAFN3NpZBX5QkJTR5Pl,"Cùng TBV xem lại những gì đã học - bạn đã sẵn sàng chưa?///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-22T00:00:00
pfbid0VmevWboCywj3XL3phV4KRFXCKmgDnZekLmHpDAGRdUy86szgBGhrpgGmeoHkyQj4l,https://www.facebook.com/techbasevietnam/posts/pfbid0VmevWboCywj3XL3phV4KRFXCKmgDnZekLmHpDAGRdUy86szgBGhrpgGmeoHkyQj4l,Chúc các anh luôn hạnh phúc và thật vui như ngày hôm đó nha ,2024-03-22T00:00:00
pfbid0bXcs8Mn1wGWy7u4QArFqAmFZgLfMQ5YaVSjPMiNryyh3ZFUbP9DN1SQ9WT2GDoaDl,https://www.facebook.com/techbasevietnam/posts/pfbid0bXcs8Mn1wGWy7u4QArFqAmFZgLfMQ5YaVSjPMiNryyh3ZFUbP9DN1SQ9WT2GDoaDl," TBV'S MEN DAY - NGÀY ĐẶC BIỆT dành riêng cho ANH EM TBVERS Để đáp lại tình cảm của các anh em đã đặc biệt dành cho các chị em vào những dịp lễ, thì hôm nay Công đoàn cùng các chị em có một chút quà xinh gửi đến tất cả những anh em nhân ngày Lập trình viên nam TBV - “TBV's men day” 14/03 Chúc cho các anh, các bạn và các em có một ngày “dành cho mình” thật thư thái và hạnh phúc nhất  Chúc mọi người luôn vui vẻ, khỏe mạnh và thành công trong công việc cũng như trong cuộc sống ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-20T00:00:00
pfbid0nFu2uvcjwpA5ds5ZLY653WU4SXWpw4zgi1wPG4ShurLkTc1VfGbS3hDWrDCsmTNrl,https://www.facebook.com/techbasevietnam/posts/pfbid0nFu2uvcjwpA5ds5ZLY653WU4SXWpw4zgi1wPG4ShurLkTc1VfGbS3hDWrDCsmTNrl,Mãi yêu! Mãi yêu! Mãi yêu! Techbase Vietnam ,2024-03-20T00:00:00
pfbid0ayHwpNNj8w8eBQnMobYRrgpapcz7x7RC2KKFWfL7Mx6oTJrWKzT9kjhWQNmMdNKsl,https://www.facebook.com/techbasevietnam/posts/pfbid0ayHwpNNj8w8eBQnMobYRrgpapcz7x7RC2KKFWfL7Mx6oTJrWKzT9kjhWQNmMdNKsl," 5 DAY LEFT | 5 NGÀY CUỐI CÙNG ĐỂ ỨNG TUYỂN CHƯƠNG TRÌNH SUMMER INTERNSHIP 2024 TẠI TECHBASE VIETNAMLAST CALL  Chỉ còn vài ngày nữa thôi, cơ hội trở thành một thành viên không thể thiếu của Techbase Vietnam sẽ chính thức khép lại. Ứng tuyển tại: https://forms.gle/vMkiowHYe2uG3rex5 Nếu bạn chưa hoàn tất hồ sơ, hãy nhanh tay nắm bắt cơ hội mới, hành trình mới cùng Techbase Vietnam ngay tại đây!  HẠN CHÓT ĐĂNG KÝ: 23h59 - Thứ Tư - 20/03/2024///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-15T00:00:00
pfbid0YBLM7p6xNBZnNGQaJQ5FpMvpg2XqxFazpK9UHcwiF9x4mgoThVfzPQTaiauzryBxl,https://www.facebook.com/techbasevietnam/posts/pfbid0YBLM7p6xNBZnNGQaJQ5FpMvpg2XqxFazpK9UHcwiF9x4mgoThVfzPQTaiauzryBxl,Lẹ lẹ nộp CV đi mấy ní #techbasevietnam #summerinternship #internship #saigon,2024-03-15T00:00:00
pfbid0es922FXZAb22w7BvUqQrfESjskRRxni4jx1hV9eUM2FL9f38c6AxKJkyXi8NdsjMl,https://www.facebook.com/techbasevietnam/posts/pfbid0es922FXZAb22w7BvUqQrfESjskRRxni4jx1hV9eUM2FL9f38c6AxKJkyXi8NdsjMl,"""𝑌𝑒̂𝑢 𝑘𝑖𝑒̂̀𝑢 𝑣𝑎̀ 𝑡ℎ𝑎̣̂𝑡 𝑚𝑦̃ 𝑚𝑖𝑒̂̀𝑢𝑉𝑢𝑖 𝑡𝑢̛𝑜̛𝑖 ℎ𝑜̂̀𝑛 𝑛ℎ𝑖𝑒̂𝑛 𝑜̂𝑖 𝑡ℎ𝑎̣̂𝑡 đ𝑎́𝑛𝑔 𝑦𝑒̂𝑢𝐺𝑖𝑜̣𝑛𝑔 đ𝑖𝑒̣̂𝑢 𝑛𝑔𝑜̣𝑡 𝑛𝑔𝑎̀𝑜 𝑣𝑎̀ đ𝑎̂̀𝑦 ℎ𝑜̛𝑖 𝑎̂́𝑚𝐻𝑜̛̃𝑖 𝑜̛𝑖 𝑐𝑜̂ 𝑔𝑎́𝑖 𝑡𝑟𝑜𝑛𝑔 𝑚𝑜̛ 𝑜̂𝑖 𝑛𝑎̀𝑛𝑔 𝑡ℎ𝑜̛!""Ở Techbase Vietnam ngày hôm ấy, rất nhiều sự cảm ơn và vinh danh các chị em phụ nữ đã được trao đi. Các ""gentlemen"" cũng đã chuẩn bị những phần quà nhỏ xinh , những phong bì chúc mừng từ Công Đoàn  hay những ly trà sữa ngọt ngào  cũng đã được chuẩn bị để chúc mừng và tôn vinh những ""nửa còn lại"" của văn phòng  – những người không hề phụ Chúc cho một nửa thân thương của thế giới thật hạnh phúc và luôn đủ đầy, không chỉ trong một ngày, mà trong tất cả các tháng, tất cả các năm, và trong suốt cuộc đời ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2024-03-13T00:00:00
